cruise,cast,niskin,niskin_second_cast,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,T0,wsw,NA,NA,NA,b,>10&<200,152,6,0.324655349,2.154519162,NaN,NaN,2.46,2.45,NaN,NaN,NaN,NaN,NaN,3
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,T0,wsw,NA,NA,NA,c,>10&<200,152,6,0.324655349,2.154519162,199,100,2.46,2.45,196.54,97.55,2.01476166068683,2.36739521184063,0.326048226145711,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,a,a,>0&<200,152,6,0.324655349,2.154519162,37.9,26.7,2.07,2.135,35.83,24.565,1.45857927946265,0.269408092346547,0.408853702160213,3
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,a,b,>0&<200,152,6,0.324655349,2.154519162,41,25.4,2.07,2.135,38.93,23.265,1.67332903503116,0.374636286427755,0.267731336173498,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,a,c,>0&<200,152,6,0.324655349,2.154519162,46.4,28.5,2.07,2.135,44.33,26.365,1.68139578987294,0.429641933333841,0.298319483811314,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,b,a,>0&<200,152,6,0.324655349,2.154519162,41.3,25.7,2.07,2.135,39.23,23.565,1.66475705495438,0.374636286427755,0.27601460661323,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,b,b,>0&<200,152,6,0.324655349,2.154519162,38.2,26.8,2.07,2.135,36.13,24.665,1.46482870464221,0.274191192077511,0.406831692575827,3
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,b,c,>0&<200,152,6,0.324655349,2.154519162,38.3,23.9,2.07,2.135,36.23,21.765,1.66459912703882,0.345937688041971,0.25501358236062,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,15%,a,a,>0&<200,152,6,0.324655349,2.154519162,297,168,2.07,2.135,294.93,165.865,1.77813281885871,3.08665383388434,1.49302833773641,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,15%,a,b,>0&<200,152,6,0.324655349,2.154519162,261,161,2.07,2.135,258.93,158.865,1.62987442167878,2.39310437289456,1.99330148846577,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,15%,a,c,>0&<200,152,6,0.324655349,2.154519162,321,175,2.07,2.135,318.93,172.865,1.84496572469846,3.49321731101628,1.2797411708649,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,15%,b,a,>0&<200,152,6,0.324655349,2.154519162,297,176,2.07,2.135,294.93,173.865,1.69631610732465,2.89532984464578,1.90523953870117,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,15%,b,b,>0&<200,152,6,0.324655349,2.154519162,289,166,2.07,2.135,286.93,163.865,1.7510145546639,2.94316084195542,1.58129952673378,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,15%,b,c,>0&<200,152,6,0.324655349,2.154519162,319,187,2.07,2.135,316.93,184.865,1.71438617369432,3.1584003298488,1.94588896962168,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,a,a,>0&<200,152,6,0.324655349,2.154519162,306,175,2.07,2.135,303.93,172.865,1.75819280941775,3.13448483119398,1.6384736506872,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,a,b,>0&<200,152,6,0.324655349,2.154519162,293,156,2.07,2.135,290.93,153.865,1.89081337536152,3.2779778231229,0.970373530908554,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,a,c,>0&<200,152,6,0.324655349,2.154519162,287,168,2.07,2.135,284.93,165.865,1.71784282398336,2.84749884733614,1.73218332428461,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,b,a,>0&<200,152,6,0.324655349,2.154519162,291,170,2.07,2.135,288.93,167.865,1.72120453936199,2.89532984464578,1.73957412990652,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,b,b,>0&<200,152,6,0.324655349,2.154519162,285,175,2.07,2.135,282.93,172.865,1.63671072802476,2.63225935944276,2.14069912243842,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,b,c,>0&<200,152,6,0.324655349,2.154519162,268,168,2.07,2.135,265.93,165.865,1.60329183372019,2.39310437289456,2.18657779872619,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,a,a,>10&<200,152,6,0.324655349,2.154519162,34.5,18,2.07,2.135,32.43,15.865,2.04412228175228,0.396160235217093,0.0418867165374258,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,a,b,>10&<200,152,6,0.324655349,2.154519162,43.1,22.2,2.07,2.135,41.03,20.065,2.04485422377274,0.501388429298301,0.0526243086124722,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,a,c,>10&<200,152,6,0.324655349,2.154519162,43,20.9,2.07,2.135,40.93,18.765,2.18118838262723,0.530087027684085,-0.011968461678819,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,b,a,>10&<200,152,6,0.324655349,2.154519162,40.8,20.9,2.07,2.135,38.73,18.765,2.06394884092726,0.477472930643481,0.040645635361785,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,b,b,>10&<200,152,6,0.324655349,2.154519162,35.9,18.4,2.07,2.135,33.83,16.265,2.07992622194897,0.420075733871913,0.0290155784689157,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,15%,b,c,>10&<200,152,6,0.324655349,2.154519162,33.1,21.1,2.07,2.135,31.03,18.965,1.63617189559715,0.288540491270403,0.235100255028018,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,a,a,>10&<200,152,6,0.324655349,2.154519162,292,145,2.07,2.135,289.93,142.865,2.02939838308893,3.5171328096711,0.42749862823683,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,a,b,>10&<200,152,6,0.324655349,2.154519162,275,137,2.07,2.135,272.93,134.865,2.02372743113484,3.30189332177772,0.421850904404011,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,a,c,>10&<200,152,6,0.324655349,2.154519162,267,141,2.07,2.135,264.93,138.865,1.90782414575307,3.01490733791988,0.81928049412495,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,b,a,>10&<200,152,6,0.324655349,2.154519162,249,125,2.07,2.135,246.93,122.865,2.00976681723843,2.96707634061024,0.425337067982191,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,b,b,>10&<200,152,6,0.324655349,2.154519162,265,129,2.07,2.135,262.93,126.865,2.07251803097781,3.25406232446808,0.248794689987452,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,15%,b,c,>10&<200,152,6,0.324655349,2.154519162,199,97,2.07,2.135,196.93,94.865,2.07589732778158,2.4409353702042,0.178372797346534,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,a,a,>0&<200,152,6,0.324655349,2.154519162,45,26.2,2.07,2.135,42.93,24.065,1.78391855391648,0.451165882123179,0.213290461650694,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,a,b,>0&<200,152,6,0.324655349,2.154519162,39.2,24.7,2.07,2.135,37.13,22.565,1.64546864613339,0.348329237907453,0.274710753667757,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,a,c,>0&<200,152,6,0.324655349,2.154519162,36.5,25.1,2.07,2.135,34.43,22.965,1.49923797082517,0.274191192077511,0.35989316008401,3
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,b,a,>0&<200,152,6,0.324655349,2.154519162,42.2,25.5,2.07,2.135,40.13,23.365,1.71752621442328,0.400943334948057,0.244185377799774,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,b,b,>0&<200,152,6,0.324655349,2.154519162,39.8,24,2.07,2.135,37.73,21.865,1.72558884061285,0.379419386158719,0.224292974390449,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,b,c,>0&<200,152,6,0.324655349,2.154519162,46.1,26.2,2.07,2.135,44.03,24.065,1.82962809058799,0.477472930643481,0.186983413130392,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,65%,a,a,>0&<200,152,6,0.324655349,2.154519162,323,173,2.07,2.135,320.93,170.865,1.87826646767916,3.58887930563556,1.12885737331407,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,65%,a,b,>0&<200,152,6,0.324655349,2.154519162,301,168,2.07,2.135,298.93,165.865,1.80224881680885,3.18231582850362,1.39736634311713,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,65%,a,c,>0&<200,152,6,0.324655349,2.154519162,289,165,2.07,2.135,286.93,162.865,1.76176587971633,2.96707634061024,1.52977312661319,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,65%,b,a,>0&<200,152,6,0.324655349,2.154519162,307,174,2.07,2.135,304.93,171.865,1.77424141040933,3.18231582850362,1.56303175191178,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,65%,b,b,>0&<200,152,6,0.324655349,2.154519162,281,169,2.07,2.135,278.93,166.865,1.67159080693974,2.6800903567524,1.92720271633413,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,NoN,65%,b,c,>0&<200,152,6,0.324655349,2.154519162,293,174,2.07,2.135,290.93,171.865,1.69278212550548,2.84749884733614,1.89784873307926,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,65%,a,a,>0&<200,152,6,0.324655349,2.154519162,279,170,2.07,2.135,276.93,167.865,1.64971852381378,2.60834386078794,2.02656011376436,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,65%,a,b,>0&<200,152,6,0.324655349,2.154519162,275,168,2.07,2.135,272.93,165.865,1.64549483013294,2.5605128634783,2.01916930814245,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,65%,a,c,>0&<200,152,6,0.324655349,2.154519162,285,158,2.07,2.135,282.93,155.865,1.81522471369454,3.0388228365747,1.2647503203883,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,65%,b,a,>0&<200,152,6,0.324655349,2.154519162,297,166,2.07,2.135,294.93,163.865,1.79983523022,3.13448483119398,1.38997553749522,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,65%,b,b,>0&<200,152,6,0.324655349,2.154519162,304,169,2.07,2.135,301.93,166.865,1.80942678212927,3.23014682581326,1.37714624727327,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,wsw,N,65%,b,c,>0&<200,152,6,0.324655349,2.154519162,242,149,2.07,2.135,239.93,146.865,1.63367718653185,2.22569588231082,1.82937916146021,3
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,a,a,>10&<200,152,6,0.324655349,2.154519162,40.1,19.9,2.07,2.135,38.03,17.765,2.1407261469181,0.484647580239927,0.00586008429956404,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,a,b,>10&<200,152,6,0.324655349,2.154519162,23.9,18.3,2.07,2.135,21.83,16.165,1.35044849984534,0.135481299879555,0.310848922314696,3
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,a,c,>10&<200,152,6,0.324655349,2.154519162,37.4,19.7,2.07,2.135,35.33,17.565,2.01138627953316,0.424858833602877,0.060126650643459,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,b,a,>10&<200,152,6,0.324655349,2.154519162,31.2,18.3,2.07,2.135,29.13,16.165,1.80204144757191,0.310064440059741,0.13626578213451,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,b,b,>10&<200,152,6,0.324655349,2.154519162,38.2,19.8,2.07,2.135,36.13,17.665,2.04528729125389,0.441599682661251,0.0461468917316624,1
en627,3',8-10-11',NA',L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1984733333333,-70.8796366666667,2.13966666666667,3.82443333333333,1,5.26921575342466,1.82203599857265,TF,dil,N,65%,b,c,>10&<200,152,6,0.324655349,2.154519162,42.1,21.4,2.07,2.135,40.03,19.265,2.07786140669608,0.496605329567337,0.0353186871708164,1
